ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: employee_db, Status: success, IP: 71.47.248.197)
ALERT: New IP access (233.207.63.85) for user user_5 at 2025-11-16 00:57:24 - verify identity. (Action: delete_record, Resource: config.yaml, Status: success, IP: 233.207.63.85)
ALERT: Suspicious hour (0:00) activity for user user_10 at 2025-11-16 00:58:29. (Action: delete_record, Resource: admin_panel, Status: success, IP: 70.4.243.37)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: delete_record, Resource: admin_panel, Status: success, IP: 70.4.243.37)
ALERT: High-risk action 'delete_record' on sensitive resource 'admin_panel' by user user_10 at 2025-11-16 00:58:29. (Action: delete_record, Resource: admin_panel, Status: success, IP: 70.4.243.37)
ALERT: New IP access (70.4.243.37) for user user_10 at 2025-11-16 00:58:29 - verify identity. (Action: delete_record, Resource: admin_panel, Status: success, IP: 70.4.243.37)
ALERT: Suspicious hour (1:00) activity for user user_5 at 2025-11-16 01:00:05. (Action: download_file, Resource: dashboard, Status: success, IP: 189.100.234.17)
ALERT: Unusually high activity (41 events) for user user_5. (Action: download_file, Resource: dashboard, Status: success, IP: 189.100.234.17)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: download_file, Resource: dashboard, Status: success, IP: 189.100.234.17)
ALERT: New IP access (189.100.234.17) for user user_5 at 2025-11-16 01:00:05 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 189.100.234.17)
ALERT: Suspicious hour (1:00) activity for user user_11 at 2025-11-16 01:03:45. (Action: delete_record, Resource: employee_db, Status: success, IP: 21.226.92.199)
ALERT: New IP access (21.226.92.199) for user user_11 at 2025-11-16 01:03:45 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 21.226.92.199)
ALERT: Suspicious hour (1:00) activity for user user_1 at 2025-11-16 01:04:03. (Action: update_record, Resource: report.pdf, Status: failed, IP: 242.126.97.222)
ALERT: New IP access (242.126.97.222) for user user_1 at 2025-11-16 01:04:03 - verify identity. (Action: update_record, Resource: report.pdf, Status: failed, IP: 242.126.97.222)
ALERT: Suspicious hour (1:00) activity for user user_5 at 2025-11-16 01:04:34. (Action: login, Resource: public_page, Status: failed, IP: 175.90.38.197)
ALERT: Unusually high activity (41 events) for user user_5. (Action: login, Resource: public_page, Status: failed, IP: 175.90.38.197)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: login, Resource: public_page, Status: failed, IP: 175.90.38.197)
ALERT: New IP access (175.90.38.197) for user user_5 at 2025-11-16 01:04:34 - verify identity. (Action: login, Resource: public_page, Status: failed, IP: 175.90.38.197)
ALERT: Suspicious hour (1:00) activity for user user_2 at 2025-11-16 01:06:05. (Action: download_file, Resource: admin_panel, Status: failed, IP: 229.126.87.178)
ALERT: New IP access (229.126.87.178) for user user_2 at 2025-11-16 01:06:05 - verify identity. (Action: download_file, Resource: admin_panel, Status: failed, IP: 229.126.87.178)
ALERT: Suspicious hour (1:00) activity for user user_4 at 2025-11-16 01:07:20. (Action: login, Resource: admin_panel, Status: failed, IP: 148.118.192.218)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: login, Resource: admin_panel, Status: failed, IP: 148.118.192.218)
ALERT: New IP access (148.118.192.218) for user user_4 at 2025-11-16 01:07:20 - verify identity. (Action: login, Resource: admin_panel, Status: failed, IP: 148.118.192.218)
ALERT: Suspicious hour (1:00) activity for user user_5 at 2025-11-16 01:10:05. (Action: update_record, Resource: public_page, Status: success, IP: 117.9.204.140)
ALERT: Unusually high activity (41 events) for user user_5. (Action: update_record, Resource: public_page, Status: success, IP: 117.9.204.140)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: update_record, Resource: public_page, Status: success, IP: 117.9.204.140)
ALERT: New IP access (117.9.204.140) for user user_5 at 2025-11-16 01:10:05 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 117.9.204.140)
ALERT: Suspicious hour (1:00) activity for user user_14 at 2025-11-16 01:12:50. (Action: login, Resource: admin_panel, Status: success, IP: 157.243.148.186)
ALERT: New IP access (157.243.148.186) for user user_14 at 2025-11-16 01:12:50 - verify identity. (Action: login, Resource: admin_panel, Status: success, IP: 157.243.148.186)
ALERT: Suspicious hour (1:00) activity for user user_8 at 2025-11-16 01:13:13. (Action: view_page, Resource: report.pdf, Status: failed, IP: 21.187.102.140)
ALERT: New IP access (21.187.102.140) for user user_8 at 2025-11-16 01:13:13 - verify identity. (Action: view_page, Resource: report.pdf, Status: failed, IP: 21.187.102.140)
ALERT: Suspicious hour (1:00) activity for user user_7 at 2025-11-16 01:14:49. (Action: login, Resource: admin_panel, Status: failed, IP: 54.67.226.240)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: login, Resource: admin_panel, Status: failed, IP: 54.67.226.240)
ALERT: New IP access (54.67.226.240) for user user_7 at 2025-11-16 01:14:49 - verify identity. (Action: login, Resource: admin_panel, Status: failed, IP: 54.67.226.240)
ALERT: Suspicious hour (1:00) activity for user user_11 at 2025-11-16 01:16:00. (Action: download_file, Resource: dashboard, Status: success, IP: 71.95.174.67)
ALERT: New IP access (71.95.174.67) for user user_11 at 2025-11-16 01:16:00 - verify identity. (Action: download_file, Resource: dashboard, Status: success, IP: 71.95.174.67)
ALERT: Suspicious hour (1:00) activity for user user_13 at 2025-11-16 01:16:22. (Action: login, Resource: admin_panel, Status: success, IP: 48.143.227.58)
ALERT: New IP access (48.143.227.58) for user user_13 at 2025-11-16 01:16:22 - verify identity. (Action: login, Resource: admin_panel, Status: success, IP: 48.143.227.58)
ALERT: Suspicious hour (1:00) activity for user user_7 at 2025-11-16 01:17:54. (Action: view_page, Resource: dashboard, Status: success, IP: 26.80.107.96)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: view_page, Resource: dashboard, Status: success, IP: 26.80.107.96)
ALERT: New IP access (26.80.107.96) for user user_7 at 2025-11-16 01:17:54 - verify identity. (Action: view_page, Resource: dashboard, Status: success, IP: 26.80.107.96)
ALERT: Suspicious hour (1:00) activity for user user_13 at 2025-11-16 01:22:05. (Action: view_page, Resource: report.pdf, Status: success, IP: 104.123.57.253)
ALERT: New IP access (104.123.57.253) for user user_13 at 2025-11-16 01:22:05 - verify identity. (Action: view_page, Resource: report.pdf, Status: success, IP: 104.123.57.253)
ALERT: Suspicious hour (1:00) activity for user user_11 at 2025-11-16 01:22:10. (Action: logout, Resource: employee_db, Status: failed, IP: 102.123.54.198)
ALERT: New IP access (102.123.54.198) for user user_11 at 2025-11-16 01:22:10 - verify identity. (Action: logout, Resource: employee_db, Status: failed, IP: 102.123.54.198)
ALERT: Suspicious hour (1:00) activity for user user_3 at 2025-11-16 01:22:15. (Action: delete_record, Resource: public_page, Status: failed, IP: 90.51.127.206)
ALERT: New IP access (90.51.127.206) for user user_3 at 2025-11-16 01:22:15 - verify identity. (Action: delete_record, Resource: public_page, Status: failed, IP: 90.51.127.206)
ALERT: Suspicious hour (1:00) activity for user user_15 at 2025-11-16 01:23:33. (Action: delete_record, Resource: admin_panel, Status: success, IP: 29.66.111.215)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: delete_record, Resource: admin_panel, Status: success, IP: 29.66.111.215)
ALERT: High-risk action 'delete_record' on sensitive resource 'admin_panel' by user user_15 at 2025-11-16 01:23:33. (Action: delete_record, Resource: admin_panel, Status: success, IP: 29.66.111.215)
ALERT: New IP access (29.66.111.215) for user user_15 at 2025-11-16 01:23:33 - verify identity. (Action: delete_record, Resource: admin_panel, Status: success, IP: 29.66.111.215)
ALERT: Suspicious hour (1:00) activity for user user_11 at 2025-11-16 01:26:56. (Action: login, Resource: public_page, Status: success, IP: 135.146.253.182)
ALERT: New IP access (135.146.253.182) for user user_11 at 2025-11-16 01:26:56 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 135.146.253.182)
ALERT: Suspicious hour (1:00) activity for user user_8 at 2025-11-16 01:29:52. (Action: logout, Resource: admin_panel, Status: success, IP: 233.233.68.99)
ALERT: New IP access (233.233.68.99) for user user_8 at 2025-11-16 01:29:52 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 233.233.68.99)
ALERT: Suspicious hour (1:00) activity for user user_6 at 2025-11-16 01:32:28. (Action: logout, Resource: report.pdf, Status: success, IP: 143.7.138.58)
ALERT: New IP access (143.7.138.58) for user user_6 at 2025-11-16 01:32:28 - verify identity. (Action: logout, Resource: report.pdf, Status: success, IP: 143.7.138.58)
ALERT: Suspicious hour (1:00) activity for user user_6 at 2025-11-16 01:32:33. (Action: logout, Resource: admin_panel, Status: success, IP: 203.125.196.137)
ALERT: New IP access (203.125.196.137) for user user_6 at 2025-11-16 01:32:33 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 203.125.196.137)
ALERT: Suspicious hour (1:00) activity for user user_14 at 2025-11-16 01:33:50. (Action: view_page, Resource: employee_db, Status: failed, IP: 70.143.39.40)
ALERT: New IP access (70.143.39.40) for user user_14 at 2025-11-16 01:33:50 - verify identity. (Action: view_page, Resource: employee_db, Status: failed, IP: 70.143.39.40)
ALERT: Suspicious hour (1:00) activity for user user_4 at 2025-11-16 01:35:56. (Action: logout, Resource: public_page, Status: success, IP: 52.199.112.129)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: logout, Resource: public_page, Status: success, IP: 52.199.112.129)
ALERT: New IP access (52.199.112.129) for user user_4 at 2025-11-16 01:35:56 - verify identity. (Action: logout, Resource: public_page, Status: success, IP: 52.199.112.129)
ALERT: Suspicious hour (1:00) activity for user user_6 at 2025-11-16 01:36:23. (Action: update_record, Resource: employee_db, Status: failed, IP: 233.182.184.127)
ALERT: New IP access (233.182.184.127) for user user_6 at 2025-11-16 01:36:23 - verify identity. (Action: update_record, Resource: employee_db, Status: failed, IP: 233.182.184.127)
ALERT: Suspicious hour (1:00) activity for user user_5 at 2025-11-16 01:38:00. (Action: update_record, Resource: dashboard, Status: success, IP: 49.241.64.51)
ALERT: Unusually high activity (41 events) for user user_5. (Action: update_record, Resource: dashboard, Status: success, IP: 49.241.64.51)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: update_record, Resource: dashboard, Status: success, IP: 49.241.64.51)
ALERT: New IP access (49.241.64.51) for user user_5 at 2025-11-16 01:38:00 - verify identity. (Action: update_record, Resource: dashboard, Status: success, IP: 49.241.64.51)
ALERT: Suspicious hour (1:00) activity for user user_2 at 2025-11-16 01:38:31. (Action: login, Resource: admin_panel, Status: success, IP: 135.201.157.243)
ALERT: New IP access (135.201.157.243) for user user_2 at 2025-11-16 01:38:31 - verify identity. (Action: login, Resource: admin_panel, Status: success, IP: 135.201.157.243)
ALERT: Suspicious hour (1:00) activity for user user_12 at 2025-11-16 01:40:34. (Action: login, Resource: dashboard, Status: success, IP: 71.32.111.90)
ALERT: New IP access (71.32.111.90) for user user_12 at 2025-11-16 01:40:34 - verify identity. (Action: login, Resource: dashboard, Status: success, IP: 71.32.111.90)
ALERT: Suspicious hour (1:00) activity for user user_15 at 2025-11-16 01:41:09. (Action: login, Resource: public_page, Status: success, IP: 131.238.3.221)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: login, Resource: public_page, Status: success, IP: 131.238.3.221)
ALERT: New IP access (131.238.3.221) for user user_15 at 2025-11-16 01:41:09 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 131.238.3.221)
ALERT: Suspicious hour (1:00) activity for user user_2 at 2025-11-16 01:42:19. (Action: view_page, Resource: dashboard, Status: success, IP: 47.249.107.55)
ALERT: New IP access (47.249.107.55) for user user_2 at 2025-11-16 01:42:19 - verify identity. (Action: view_page, Resource: dashboard, Status: success, IP: 47.249.107.55)
ALERT: Suspicious hour (1:00) activity for user user_14 at 2025-11-16 01:46:57. (Action: download_file, Resource: admin_panel, Status: success, IP: 83.13.26.57)
ALERT: New IP access (83.13.26.57) for user user_14 at 2025-11-16 01:46:57 - verify identity. (Action: download_file, Resource: admin_panel, Status: success, IP: 83.13.26.57)
ALERT: Suspicious hour (1:00) activity for user user_9 at 2025-11-16 01:47:17. (Action: logout, Resource: public_page, Status: success, IP: 245.66.162.222)
ALERT: New IP access (245.66.162.222) for user user_9 at 2025-11-16 01:47:17 - verify identity. (Action: logout, Resource: public_page, Status: success, IP: 245.66.162.222)
ALERT: Suspicious hour (1:00) activity for user user_13 at 2025-11-16 01:49:40. (Action: login, Resource: config.yaml, Status: success, IP: 14.137.32.158)
ALERT: New IP access (14.137.32.158) for user user_13 at 2025-11-16 01:49:40 - verify identity. (Action: login, Resource: config.yaml, Status: success, IP: 14.137.32.158)
ALERT: Suspicious hour (1:00) activity for user user_2 at 2025-11-16 01:50:02. (Action: logout, Resource: admin_panel, Status: success, IP: 83.91.231.161)
ALERT: New IP access (83.91.231.161) for user user_2 at 2025-11-16 01:50:02 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 83.91.231.161)
ALERT: Suspicious hour (1:00) activity for user user_3 at 2025-11-16 01:52:26. (Action: view_page, Resource: dashboard, Status: failed, IP: 156.227.120.134)
ALERT: New IP access (156.227.120.134) for user user_3 at 2025-11-16 01:52:26 - verify identity. (Action: view_page, Resource: dashboard, Status: failed, IP: 156.227.120.134)
ALERT: Suspicious hour (1:00) activity for user user_1 at 2025-11-16 01:52:47. (Action: view_page, Resource: employee_db, Status: success, IP: 46.186.138.199)
ALERT: New IP access (46.186.138.199) for user user_1 at 2025-11-16 01:52:47 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 46.186.138.199)
ALERT: Suspicious hour (1:00) activity for user user_14 at 2025-11-16 01:53:19. (Action: logout, Resource: admin_panel, Status: success, IP: 152.129.214.109)
ALERT: New IP access (152.129.214.109) for user user_14 at 2025-11-16 01:53:19 - verify identity. (Action: logout, Resource: admin_panel, Status: success, IP: 152.129.214.109)
ALERT: Suspicious hour (1:00) activity for user user_8 at 2025-11-16 01:55:25. (Action: update_record, Resource: dashboard, Status: success, IP: 245.50.42.177)
ALERT: New IP access (245.50.42.177) for user user_8 at 2025-11-16 01:55:25 - verify identity. (Action: update_record, Resource: dashboard, Status: success, IP: 245.50.42.177)
ALERT: Suspicious hour (1:00) activity for user user_4 at 2025-11-16 01:55:32. (Action: update_record, Resource: dashboard, Status: success, IP: 34.170.111.148)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: update_record, Resource: dashboard, Status: success, IP: 34.170.111.148)
ALERT: New IP access (34.170.111.148) for user user_4 at 2025-11-16 01:55:32 - verify identity. (Action: update_record, Resource: dashboard, Status: success, IP: 34.170.111.148)
ALERT: Suspicious hour (1:00) activity for user user_12 at 2025-11-16 01:59:22. (Action: logout, Resource: config.yaml, Status: success, IP: 167.95.56.175)
ALERT: New IP access (167.95.56.175) for user user_12 at 2025-11-16 01:59:22 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 167.95.56.175)
ALERT: Suspicious hour (1:00) activity for user user_8 at 2025-11-16 01:59:58. (Action: logout, Resource: employee_db, Status: success, IP: 135.180.190.9)
ALERT: New IP access (135.180.190.9) for user user_8 at 2025-11-16 01:59:58 - verify identity. (Action: logout, Resource: employee_db, Status: success, IP: 135.180.190.9)
ALERT: Suspicious hour (2:00) activity for user user_11 at 2025-11-16 02:00:22. (Action: update_record, Resource: report.pdf, Status: success, IP: 68.139.117.180)
ALERT: New IP access (68.139.117.180) for user user_11 at 2025-11-16 02:00:22 - verify identity. (Action: update_record, Resource: report.pdf, Status: success, IP: 68.139.117.180)
ALERT: Suspicious hour (2:00) activity for user user_1 at 2025-11-16 02:01:19. (Action: login, Resource: config.yaml, Status: failed, IP: 237.216.14.250)
ALERT: New IP access (237.216.14.250) for user user_1 at 2025-11-16 02:01:19 - verify identity. (Action: login, Resource: config.yaml, Status: failed, IP: 237.216.14.250)
ALERT: Suspicious hour (2:00) activity for user user_1 at 2025-11-16 02:02:11. (Action: update_record, Resource: public_page, Status: success, IP: 250.68.138.20)
ALERT: New IP access (250.68.138.20) for user user_1 at 2025-11-16 02:02:11 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 250.68.138.20)
ALERT: Suspicious hour (2:00) activity for user user_8 at 2025-11-16 02:05:01. (Action: login, Resource: employee_db, Status: success, IP: 247.236.152.58)
ALERT: New IP access (247.236.152.58) for user user_8 at 2025-11-16 02:05:01 - verify identity. (Action: login, Resource: employee_db, Status: success, IP: 247.236.152.58)
ALERT: Suspicious hour (2:00) activity for user user_8 at 2025-11-16 02:06:03. (Action: update_record, Resource: config.yaml, Status: success, IP: 13.115.233.208)
ALERT: High-risk action 'update_record' on sensitive resource 'config.yaml' by user user_8 at 2025-11-16 02:06:03. (Action: update_record, Resource: config.yaml, Status: success, IP: 13.115.233.208)
ALERT: New IP access (13.115.233.208) for user user_8 at 2025-11-16 02:06:03 - verify identity. (Action: update_record, Resource: config.yaml, Status: success, IP: 13.115.233.208)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:09:51. (Action: logout, Resource: public_page, Status: failed, IP: 103.117.63.208)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: logout, Resource: public_page, Status: failed, IP: 103.117.63.208)
ALERT: New IP access (103.117.63.208) for user user_15 at 2025-11-16 02:09:51 - verify identity. (Action: logout, Resource: public_page, Status: failed, IP: 103.117.63.208)
ALERT: Suspicious hour (2:00) activity for user user_3 at 2025-11-16 02:10:37. (Action: view_page, Resource: employee_db, Status: success, IP: 90.48.193.241)
ALERT: New IP access (90.48.193.241) for user user_3 at 2025-11-16 02:10:37 - verify identity. (Action: view_page, Resource: employee_db, Status: success, IP: 90.48.193.241)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:11:22. (Action: delete_record, Resource: public_page, Status: success, IP: 131.35.250.210)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: delete_record, Resource: public_page, Status: success, IP: 131.35.250.210)
ALERT: New IP access (131.35.250.210) for user user_15 at 2025-11-16 02:11:22 - verify identity. (Action: delete_record, Resource: public_page, Status: success, IP: 131.35.250.210)
ALERT: Suspicious hour (2:00) activity for user user_13 at 2025-11-16 02:15:04. (Action: download_file, Resource: admin_panel, Status: success, IP: 246.164.161.9)
ALERT: New IP access (246.164.161.9) for user user_13 at 2025-11-16 02:15:04 - verify identity. (Action: download_file, Resource: admin_panel, Status: success, IP: 246.164.161.9)
ALERT: Suspicious hour (2:00) activity for user user_14 at 2025-11-16 02:18:33. (Action: download_file, Resource: report.pdf, Status: success, IP: 172.234.208.145)
ALERT: New IP access (172.234.208.145) for user user_14 at 2025-11-16 02:18:33 - verify identity. (Action: download_file, Resource: report.pdf, Status: success, IP: 172.234.208.145)
ALERT: Suspicious hour (2:00) activity for user user_1 at 2025-11-16 02:20:18. (Action: delete_record, Resource: report.pdf, Status: success, IP: 160.252.29.156)
ALERT: New IP access (160.252.29.156) for user user_1 at 2025-11-16 02:20:18 - verify identity. (Action: delete_record, Resource: report.pdf, Status: success, IP: 160.252.29.156)
ALERT: Suspicious hour (2:00) activity for user user_5 at 2025-11-16 02:20:49. (Action: delete_record, Resource: employee_db, Status: failed, IP: 139.139.111.106)
ALERT: Unusually high activity (41 events) for user user_5. (Action: delete_record, Resource: employee_db, Status: failed, IP: 139.139.111.106)
ALERT: High delete actions (7) for user user_5 - potential data loss risk. (Action: delete_record, Resource: employee_db, Status: failed, IP: 139.139.111.106)
ALERT: New IP access (139.139.111.106) for user user_5 at 2025-11-16 02:20:49 - verify identity. (Action: delete_record, Resource: employee_db, Status: failed, IP: 139.139.111.106)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:21:08. (Action: logout, Resource: report.pdf, Status: failed, IP: 111.126.204.95)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: logout, Resource: report.pdf, Status: failed, IP: 111.126.204.95)
ALERT: New IP access (111.126.204.95) for user user_15 at 2025-11-16 02:21:08 - verify identity. (Action: logout, Resource: report.pdf, Status: failed, IP: 111.126.204.95)
ALERT: Suspicious hour (2:00) activity for user user_6 at 2025-11-16 02:21:33. (Action: logout, Resource: employee_db, Status: success, IP: 45.136.4.152)
ALERT: New IP access (45.136.4.152) for user user_6 at 2025-11-16 02:21:33 - verify identity. (Action: logout, Resource: employee_db, Status: success, IP: 45.136.4.152)
ALERT: Suspicious hour (2:00) activity for user user_7 at 2025-11-16 02:21:38. (Action: logout, Resource: employee_db, Status: success, IP: 128.231.199.200)
ALERT: High delete actions (8) for user user_7 - potential data loss risk. (Action: logout, Resource: employee_db, Status: success, IP: 128.231.199.200)
ALERT: New IP access (128.231.199.200) for user user_7 at 2025-11-16 02:21:38 - verify identity. (Action: logout, Resource: employee_db, Status: success, IP: 128.231.199.200)
ALERT: Suspicious hour (2:00) activity for user user_4 at 2025-11-16 02:22:49. (Action: update_record, Resource: public_page, Status: success, IP: 60.96.224.125)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: update_record, Resource: public_page, Status: success, IP: 60.96.224.125)
ALERT: New IP access (60.96.224.125) for user user_4 at 2025-11-16 02:22:49 - verify identity. (Action: update_record, Resource: public_page, Status: success, IP: 60.96.224.125)
ALERT: Suspicious hour (2:00) activity for user user_9 at 2025-11-16 02:23:28. (Action: update_record, Resource: employee_db, Status: success, IP: 118.58.222.244)
ALERT: New IP access (118.58.222.244) for user user_9 at 2025-11-16 02:23:28 - verify identity. (Action: update_record, Resource: employee_db, Status: success, IP: 118.58.222.244)
ALERT: Suspicious hour (2:00) activity for user user_2 at 2025-11-16 02:26:47. (Action: delete_record, Resource: public_page, Status: failed, IP: 141.80.194.39)
ALERT: New IP access (141.80.194.39) for user user_2 at 2025-11-16 02:26:47 - verify identity. (Action: delete_record, Resource: public_page, Status: failed, IP: 141.80.194.39)
ALERT: Suspicious hour (2:00) activity for user user_10 at 2025-11-16 02:27:04. (Action: delete_record, Resource: public_page, Status: success, IP: 57.29.93.5)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: delete_record, Resource: public_page, Status: success, IP: 57.29.93.5)
ALERT: New IP access (57.29.93.5) for user user_10 at 2025-11-16 02:27:04 - verify identity. (Action: delete_record, Resource: public_page, Status: success, IP: 57.29.93.5)
ALERT: Suspicious hour (2:00) activity for user user_10 at 2025-11-16 02:27:06. (Action: delete_record, Resource: employee_db, Status: success, IP: 165.50.26.148)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: delete_record, Resource: employee_db, Status: success, IP: 165.50.26.148)
ALERT: New IP access (165.50.26.148) for user user_10 at 2025-11-16 02:27:06 - verify identity. (Action: delete_record, Resource: employee_db, Status: success, IP: 165.50.26.148)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:29:15. (Action: download_file, Resource: config.yaml, Status: success, IP: 230.247.5.177)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: download_file, Resource: config.yaml, Status: success, IP: 230.247.5.177)
ALERT: New IP access (230.247.5.177) for user user_15 at 2025-11-16 02:29:15 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 230.247.5.177)
ALERT: Suspicious hour (2:00) activity for user user_4 at 2025-11-16 02:29:20. (Action: delete_record, Resource: dashboard, Status: failed, IP: 66.197.170.153)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: delete_record, Resource: dashboard, Status: failed, IP: 66.197.170.153)
ALERT: New IP access (66.197.170.153) for user user_4 at 2025-11-16 02:29:20 - verify identity. (Action: delete_record, Resource: dashboard, Status: failed, IP: 66.197.170.153)
ALERT: Suspicious hour (2:00) activity for user user_14 at 2025-11-16 02:30:40. (Action: login, Resource: config.yaml, Status: success, IP: 233.193.251.149)
ALERT: New IP access (233.193.251.149) for user user_14 at 2025-11-16 02:30:40 - verify identity. (Action: login, Resource: config.yaml, Status: success, IP: 233.193.251.149)
ALERT: Suspicious hour (2:00) activity for user user_9 at 2025-11-16 02:32:18. (Action: login, Resource: public_page, Status: success, IP: 246.131.183.102)
ALERT: New IP access (246.131.183.102) for user user_9 at 2025-11-16 02:32:18 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 246.131.183.102)
ALERT: Suspicious hour (2:00) activity for user user_11 at 2025-11-16 02:34:02. (Action: logout, Resource: dashboard, Status: failed, IP: 38.40.183.170)
ALERT: New IP access (38.40.183.170) for user user_11 at 2025-11-16 02:34:02 - verify identity. (Action: logout, Resource: dashboard, Status: failed, IP: 38.40.183.170)
ALERT: Suspicious hour (2:00) activity for user user_12 at 2025-11-16 02:34:26. (Action: delete_record, Resource: dashboard, Status: success, IP: 93.167.69.185)
ALERT: New IP access (93.167.69.185) for user user_12 at 2025-11-16 02:34:26 - verify identity. (Action: delete_record, Resource: dashboard, Status: success, IP: 93.167.69.185)
ALERT: Suspicious hour (2:00) activity for user user_4 at 2025-11-16 02:34:50. (Action: update_record, Resource: admin_panel, Status: success, IP: 69.130.9.202)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: update_record, Resource: admin_panel, Status: success, IP: 69.130.9.202)
ALERT: High-risk action 'update_record' on sensitive resource 'admin_panel' by user user_4 at 2025-11-16 02:34:50. (Action: update_record, Resource: admin_panel, Status: success, IP: 69.130.9.202)
ALERT: New IP access (69.130.9.202) for user user_4 at 2025-11-16 02:34:50 - verify identity. (Action: update_record, Resource: admin_panel, Status: success, IP: 69.130.9.202)
ALERT: Suspicious hour (2:00) activity for user user_11 at 2025-11-16 02:35:53. (Action: login, Resource: public_page, Status: success, IP: 53.157.213.24)
ALERT: New IP access (53.157.213.24) for user user_11 at 2025-11-16 02:35:53 - verify identity. (Action: login, Resource: public_page, Status: success, IP: 53.157.213.24)
ALERT: Suspicious hour (2:00) activity for user user_13 at 2025-11-16 02:39:47. (Action: logout, Resource: config.yaml, Status: success, IP: 253.24.244.74)
ALERT: New IP access (253.24.244.74) for user user_13 at 2025-11-16 02:39:47 - verify identity. (Action: logout, Resource: config.yaml, Status: success, IP: 253.24.244.74)
ALERT: Suspicious hour (2:00) activity for user user_15 at 2025-11-16 02:40:51. (Action: download_file, Resource: admin_panel, Status: success, IP: 29.24.225.152)
ALERT: High delete actions (6) for user user_15 - potential data loss risk. (Action: download_file, Resource: admin_panel, Status: success, IP: 29.24.225.152)
ALERT: New IP access (29.24.225.152) for user user_15 at 2025-11-16 02:40:51 - verify identity. (Action: download_file, Resource: admin_panel, Status: success, IP: 29.24.225.152)
ALERT: Suspicious hour (2:00) activity for user user_2 at 2025-11-16 02:42:59. (Action: download_file, Resource: config.yaml, Status: success, IP: 123.3.145.148)
ALERT: New IP access (123.3.145.148) for user user_2 at 2025-11-16 02:42:59 - verify identity. (Action: download_file, Resource: config.yaml, Status: success, IP: 123.3.145.148)
ALERT: Suspicious hour (2:00) activity for user user_10 at 2025-11-16 02:43:34. (Action: view_page, Resource: public_page, Status: success, IP: 238.251.68.141)
ALERT: High delete actions (8) for user user_10 - potential data loss risk. (Action: view_page, Resource: public_page, Status: success, IP: 238.251.68.141)
ALERT: New IP access (238.251.68.141) for user user_10 at 2025-11-16 02:43:34 - verify identity. (Action: view_page, Resource: public_page, Status: success, IP: 238.251.68.141)
ALERT: Suspicious hour (2:00) activity for user user_4 at 2025-11-16 02:46:50. (Action: login, Resource: report.pdf, Status: success, IP: 18.237.121.188)
ALERT: High delete actions (6) for user user_4 - potential data loss risk. (Action: login, Resource: report.pdf, Status: success, IP: 18.237.121.188)
ALERT: New IP access (18.237.121.188) for user user_4 at 2025-11-16 02:46:50 - verify identity. (Action: login, Resource: report.pdf, Status: success, IP: 18.237.121.188)
ALERT: Suspicious hour (2:00) activity for user user_10 at 2025-11-16 02:51:05. (Action: update_record, Resource: employee_db, Status: success, IP: 233.35.214.120)
